patient_barcode	submitter_id	Project	NOS2	CD4	IKZF2	FOXP3	PKM	TBX21	ENO1	PGM1	GZMB	HIF1A	MMP9	PGK1	GPI	TGFB1	CD33	CA9	IL2	IFNG	IL17A	IL17F	VEGFA	IL12B	CD86	STAT1	EPAS1	SLC2A1	ARG1	CD274	TGFBI	CD80	KIR2DL1	IL1B	CHI3L1	LDHA	IL2RA	IL10	CXCL9	SLC16A3	RORC	S100A8	GZMA	NCAM1	ALDOA	CD8A	SLC16A1	HK2	IL23R	S100A9	CTLA4	CYBB	KIR3DL1	STAT3	IL7R	CXCL10	ITGAM	CD14	CD8B	CD163	PRF1	CXCR3	NCR1	FUT4	FCGR3A	HLA-DRA	NCR3	KLRK1	TNF	PKMP2	MRC1
TCGA-18-3406-01A-01R-0980-07	TCGA-18-3406	LUSC	0.5353	20.5578	1.6545	1.6533	214.8977	0.2542	794.7688	25.5099	10.4862	172.0502	15.944	705.2212	53.9055	15.3668	0.7817	219.6401	0.1403	0.8102	0	0.0381	32.3308	0.0996	14.5477	72.4719	16.3479	197.6103	0.1769	2.226	40.3707	1.4047	0.1624	12.8996	28.9653	398.5837	2.1396	0.6048	58.5503	8.8715	0.6082	7050.2717	28.6904	0.0616	3.0545	6.1399	18.6603	25.7644	0.1221	38508.1636	3.9247	29.1727	0.0629	27.6912	12.7845	165.2037	2.8773	50.3444	1.472	8.4095	4.7383	0.7377	0.1657	0.434	61.9306	10414.927	1.0504	0.116	2.4558	0.0702	8.3441
TCGA-18-3407-01A-01R-0980-07	TCGA-18-3407	LUSC	0.6933	13.8045	1.1659	1.3865	212.5163	0.2861	420.6424	21.4922	6.1133	104.6948	22.0774	284.5611	84.9491	43.2386	1.3103	24.8258	0	0.3571	0.0487	0	19.6856	0.0385	5.4564	57.3084	45.9277	223.9667	0.0513	19.1194	50.8687	0.3896	0.0135	7.5486	65.8553	297.7564	1.528	0.1059	4.575	13.8912	0.9324	1396.444	7.2901	0.025	3.715	3.6278	50.7373	56.983	0.0567	3640.7037	1.0103	8.8905	0.0122	48.256	11.4099	13.7331	2.4408	35.6996	0.6036	8.9511	2.7478	1.2223	0.012	0.4019	25.0311	399.7342	0.2953	0.1271	1.492	0	4.8432
TCGA-18-3408-01A-01R-0980-07	TCGA-18-3408	LUSC	0.4693	21.0636	2.2141	1.0648	245.2316	0.2326	253.0172	15.7836	8.9851	76.0908	2.3775	300.199	38.9777	12.4633	1.0561	5.6058	0.1039	0.6483	0.0622	0	9.0593	0.1845	7.5551	36.0455	15.6498	91.4109	0.0786	13.2012	40.4689	0.6607	0.0344	3.1117	18.123	269.0421	5.5191	0.2283	35.4182	1.4693	1.1155	55.4474	31.0902	0.1278	0.1595	4.139	15.7885	25.3242	0.0181	208.3168	1.1957	19.248	0.0622	28.2842	12.037	25.6877	1.4519	10.5514	0.4627	12.6113	4.2266	0.203	0.2455	0.4943	48.9472	1366.6934	0.7075	0.1242	0.5025	0	9.9655
TCGA-18-3409-01A-01R-0980-07	TCGA-18-3409	LUSC	0.4612	40.4995	0.6815	0.9415	226.2794	0.2767	636.888	26.1235	1.6154	41.6645	27.15	363.4332	35.4664	36.4674	1.3415	34.457	0.0224	0.2068	0	0	24.1787	0.053	7.6012	30.4938	20.6577	153.1644	0.1355	1.7134	97.4213	0.6003	0.0148	4.4702	55.8243	198.4243	2.2317	0.4734	45.2702	18.9207	1.7027	15.6868	8.0792	2.9636	1.2953	1.6841	24.922	28.9634	0.0156	93.811	0.5852	39.3101	0.0402	26.463	8.484	39.8641	11.0269	106.5921	0.1661	19.9267	1.9696	1.5874	0.0397	1.1121	72.0197	1621.7174	0.2031	0.0411	1.0001	0.0149	13.8326
TCGA-18-3410-01A-01R-0980-07	TCGA-18-3410	LUSC	1.2418	21.3911	0.7964	4.5891	392.1779	0.5605	422.1059	18.4509	12.3702	35.3849	44.3431	131.0768	38.2811	26.8897	0.9727	32.747	0.0822	1.4428	0	0	7.9427	0.1556	15.8076	50.3595	11.5283	75.4462	0.0746	59.5556	29.7537	0.6125	0	3.3374	35.4119	167.2638	14.1168	0.2193	45.8908	6.1676	0.4544	42.8741	26.7468	0.0534	1.2921	15.0142	1.9373	10.8526	0.0401	128.9707	3.9965	22.4239	0.0098	22.8821	25.2145	325.8175	7.4242	95.8899	2.4423	9.3306	6.8953	4.8796	1.1841	5.4427	36.4471	2352.8676	0.4624	0.1148	7.563	0.011	1.4003
TCGA-18-3411-01A-01R-0980-07	TCGA-18-3411	LUSC	0.3607	20.1904	0.8482	1.0854	381.0056	0.2836	416.844	10.1907	11.4811	58.378	9.1822	276.6546	61.1172	30.5592	0.4	11.5363	0	0.1941	0	0	10.8755	0.0249	8.6516	34.668	18.8578	107.1925	0.053	1.7548	31.3438	1.5425	0.1158	0.7291	37.4764	186.5201	5.2803	0.3304	84.2573	11.3128	0.1292	142.9024	10.1004	0.103	1.4836	2.9296	62.1288	13.9715	0.0122	2691.0251	1.9772	25.8122	0.2827	26.5743	3.2442	70.6191	1.7942	90.0506	0.4787	10.9211	7.2115	1.1257	0.093	0.6531	53.8777	1124.8497	0.3813	0.0064	0.1051	0	5.0746
TCGA-18-3412-01A-01R-0980-07	TCGA-18-3412	LUSC	0.3032	11.3772	2.2758	0.8457	220.9771	0.162	441.9005	13.0628	3.4388	36.2077	10.7909	345.2739	114.1127	37.6434	0.5662	1.9115	0.0173	0.1117	0	0	12.861	0.0572	4.7976	20.7912	31.9249	259.2151	0.1045	3.0964	21.4127	0.5475	0.0114	4.2401	14.5313	149.516	2.2054	0.208	18.5048	17.6937	0.1483	1097.7674	7.5296	0.1761	2.7464	2.0605	14.9248	44.0256	0.018	6629.6953	0.8491	13.3307	0	24.0706	4.4057	32.0813	1.9134	48.1399	0.2234	5.7012	2.3108	1.007	0.0306	0.3031	23.5094	608.8338	0.3763	0.0318	0.288	0.0231	3.2305
TCGA-18-3414-01A-01R-0980-07	TCGA-18-3414	LUSC	0.5046	12.1029	2.7433	1.3637	206.7074	0.2232	333.0327	8.7804	4.09	49.5923	5.0017	178.6886	27.164	24.7693	0.4458	31.0966	0	0.088	0	0	11.3547	0.0601	3.8128	25.4666	24.6029	99.354	0.016	1.4005	15.1084	0.5084	0.0105	5.4232	29.1565	192.5903	1.9541	0.5215	9.0939	5.6818	0.1907	200.746	9.4928	0.0558	2.1008	5.9054	5.6181	30.5449	0.0111	2455.4952	1.004	10.4268	0.038	17.4146	8.6483	35.6799	1.4485	62.4614	4.8841	6.8554	3.8151	1.4495	0.0656	0.4748	24.7423	367.6979	0.3024	0.0817	1.9683	0	1.9338
TCGA-18-3416-01A-01R-0980-07	TCGA-18-3416	LUSC	0.2951	26.1123	1.2112	2.2296	193.2268	1.6221	724.6855	16.577	26.829	42.6031	10.1033	417.3456	73.8057	11.4866	0.83	5.5384	0.0232	7.011	0.3747	0.0504	8.1971	0.3405	8.3475	125.6615	14.4581	391.2518	0.0234	40.2987	13.8821	1.5677	0.2302	4.1332	20.6601	194.3955	5.662	0.5587	145.2806	10.8249	0.1275	7.9262	118.0556	0.1957	6.0689	46.5378	21.2498	16.0312	0.0323	48.122	4.0523	34.5397	0.4441	13.3087	4.3475	537.2031	6.628	79.1685	5.1791	15.5785	45.0299	5.5359	1.6853	1.217	114.6709	1090.472	0.8212	0.5885	1.1914	0.031	4.0538
TCGA-18-3417-01A-01R-1443-07	TCGA-18-3417	LUSC	0.2105	33.6816	0.2837	2.0817	852.4127	0.022	726.4897	36.9231	5.4143	79.1005	76.4082	408.4955	81.0318	49.9854	0.5521	52.4411	0	0.0478	0.0309	0	21.1154	0.049	6.2473	40.3591	21.3215	200.0982	0.0261	2.0992	160.2407	0.7565	0.0342	21.2924	48.0837	197.0351	1.2855	0.0673	6.7497	15.5624	0.1954	86.1319	8.591	0.0182	2.4335	2.9612	17.8063	18.9236	0	745.0141	1.0818	10.4111	0	27.1203	9.9312	18.6188	2.3301	35.9618	0.2631	6.8774	3.4018	0.1865	0.0305	0.917	35.6388	518.0922	0.4225	0.019	1.1037	0	4.3284
TCGA-18-3419-01A-01R-0980-07	TCGA-18-3419	LUSC	691.1371	14.0668	3.6121	2.7508	207.6742	0.4552	401.5791	15.9671	18.031	110.6097	23.0398	240.4198	58.1631	22.8272	0.6291	8.7005	0.0445	1.994	1.437	0.0725	4.6283	0.1158	4.7659	66.605	28.4689	74.0762	0.0337	2.9088	9.326	0.6508	0.0883	6.0146	25.997	181.7085	4.348	0.2968	52.9979	11.1933	0.1222	5042.9618	24.6162	0.0782	2.0285	8.5157	54.3999	174.372	0.1627	26652.7231	1.7914	23.005	0	22.3909	6.0498	40.7627	2.1051	45.9362	0.7592	10.771	9.2241	2.7942	0.1839	0.8464	28.7858	577.3662	0.5653	0.0981	0.8011	0.0148	10.7004
TCGA-18-3421-01A-01R-0980-07	TCGA-18-3421	LUSC	65.8448	9.9649	0.655	0.8441	704.197	0.4741	1031.4902	43.4023	33.7417	125.6568	7.3594	713.9142	72.4958	21.937	0.7556	108.8203	0.0776	2.1509	0	0	11.1588	0.2081	4.4967	40.3973	28.6403	213.6953	0.1435	8.5882	30.4346	0.2702	0.0171	2.2219	69.8463	298.6755	3.6378	0.3955	49.9383	4.3872	0.7639	7029.3564	54.1047	0.0773	2.5775	17.1715	19.8636	39.5592	0.045	40902.4689	1.0684	10.9946	0.0464	25.4146	7.0336	127.5663	0.9362	41.0421	2.3081	12.3532	10.9078	2.1295	0.168	0.2914	31.0555	1276.2615	0.4929	0.1331	1.1556	0.0345	5.3053
TCGA-18-4083-01A-01R-1100-07	TCGA-18-4083	LUSC	25.795	13.1209	2.5395	1.8669	220.3089	0.4894	370.8358	16.6802	6.8695	64.9727	19.5551	218.2901	69.6074	16.8457	0.5831	57.6884	0.0174	1.0929	0.0312	0	14.0578	0.0082	3.2279	50.6927	19.2606	169.7212	1.0701	36.5295	36.8764	0.5876	0.069	1.326	22.2068	186.2601	2.1271	0.0736	18.4484	6.8626	0.3016	63.7205	10.0793	0.4386	2.0536	6.607	32.2138	27.7909	0.0727	450.9886	1.6371	10.8995	0.0416	20.2901	6.1527	15.7696	3.439	33.2107	2.7136	5.2182	5.8514	1.9129	0.4725	1.0151	23.0419	281.2346	0.2052	0.1471	0.2204	0.0116	3.0313
TCGA-18-4083-01A-01R-A96U-41	TCGA-18-4083	LUSC	34.9492	9.5142	4.0148	0.4884	218.3521	0.3828	387.5852	17.419	6.398	59.8476	23.6172	247.7081	69.6388	9.1462	0.5631	42.6219	0.0272	1.0811	0.0163	0.0148	11.3741	0.0451	4.9254	50.9666	15.8603	160.8337	1.0222	29.3537	37.4244	1.284	0.045	1.4976	15.0514	160.0833	2.4937	0.1726	13.2661	8.5648	0.1822	75.861	10.9419	0.3586	3.777	3.8396	29.5373	30.3209	0.0284	807.9856	1.565	18.5987	0.0081	25.0274	5.3055	15.7287	4.8791	36.7469	3.5701	10.5975	5.6831	1.3163	0.3695	1.1256	28.7653	309.8903	0.2716	0.1	0.2087	0.0817	6.5172
TCGA-18-4086-01A-01R-1100-07	TCGA-18-4086	LUSC	2.3135	16.6064	0.5852	1.6054	299.7957	0.3365	509.1798	18.6934	9.567	54.6091	16.1853	219.9254	70.0589	34.0979	0.662	5.7439	0.0343	0.4757	0	0	7.3902	0.0244	5.3802	39.2985	18.5437	224.5085	0.1471	8.6288	29.3593	0.6395	0	10.6189	23.199	255.3486	4.7836	0.1061	29.1126	7.2919	0.0796	265.3598	12.2371	0.1839	1.9057	4.6667	27.505	18.5986	0.0418	925.622	1.5164	17.7537	0.0308	24.8199	11.8147	26.9483	1.9006	65.681	0.5056	8.8366	6.4592	1.8047	0.2128	0.7353	29.8707	726.6084	0.4672	0.0757	1.6364	0.0344	4.0936
TCGA-18-4721-01A-01R-1443-07	TCGA-18-4721	LUSC	2.2928	32.6206	1.2245	2.7949	257.4431	0.6643	404.9079	15.7335	14.6638	70.1982	11.5004	234.5121	104.6641	24.4031	0.8835	0.5862	0	0.8173	0.0252	0.0458	3.978	0	9.4756	69.4619	20.6405	149.8452	0.0212	19.9516	16.423	1.3202	0.2228	3.1327	28.3096	262.7814	5.2817	0.0959	52.4743	2.8746	0.1736	5.5542	63.8587	0.2553	0.8124	11.1297	23.3416	49.5523	0.0733	61.0321	1.8941	32.6956	0.2519	49.5913	12.3152	50.8617	3.2813	56.7692	1.0357	21.9243	18.1562	2.8097	0.6964	0.9646	102.7548	1151.5337	1.0321	0.0155	0.2809	0	6.8498
TCGA-18-5595-01A-01R-1635-07	TCGA-18-5595	LUSC	0.9685	4.145	1.6942	0.7417	453.7725	0.0998	946.1437	25.1234	2.2768	43.9993	2.5025	180.4837	165.8886	21.9148	0.1408	4.5273	0	0.0342	0	0	22.735	0.0233	0.8103	21.6071	21.4917	464.8733	0.1802	3.1381	81.4373	0.1202	0	0.559	11.1063	306.2359	0.2471	0.0361	6.1622	13.8704	0.512	220.7715	3.8008	0.1277	3.536	1.1169	31.3865	83.8601	0.0129	494.1152	0.2319	2.5369	0.0147	28.4719	1.0764	8.1552	1.1635	12.5243	0.0392	3.5637	1.7577	0.311	0.0655	0.4483	8.222	141.2562	0.0559	0.0589	0.1397	0.0082	1.7514
TCGA-21-1070-01A-01R-0692-07	TCGA-21-1070	LUSC	1.6438	26.0348	4.0677	3.173	159.328	1.3819	443.3378	7.1354	17.6769	56.4721	34.7112	122.5315	41.6709	34.8809	0.865	5.1901	0.1271	2.6626	0.1394	0.023	14.4562	0.4413	5.9945	100.3648	43.5877	59.298	0.1068	15.4502	80.4029	0.8265	0.5465	15.5067	11.3858	118.911	4.907	0.455	152.2333	3.272	0.553	1811.689	60.596	0.0782	1.2817	17.7683	24.1553	16.5179	0.1328	8148.9194	4.8305	30.1852	0.3802	21.9661	10.3659	570.6948	2.4926	38.1102	1.3968	9.5041	16.3836	3.629	0.588	1.1661	50.4809	837.5587	1.096	0.2181	2.2748	0.0141	6.3523
TCGA-21-1070-01A-01R-A96U-41	TCGA-21-1070	LUSC	2.5623	26.0689	8.691	1.0857	150.5121	1.2625	454.4168	6.7173	19.2544	49.0206	39.7622	116.8368	43.1971	17.7683	1.0788	3.4652	0.0163	2.5863	0.0681	0.0354	12.059	0.2234	7.9734	100.258	44.3551	70.7219	0.1969	13.2224	72.8127	3.321	0.269	12.1757	7.51	81.018	6.4205	0.5295	73.8717	7.312	0.5644	1552.7573	63.6504	0.0972	3.0721	12.9177	18.8625	20.9814	0.289	11170.389	6.2881	48.0553	0.3406	30.6977	10.626	393.9667	5.948	66.7482	2.011	24.3529	25.3177	3.5206	0.9993	1.2352	49.8427	804.5071	1.1667	0.341	2.6261	0.0434	17.9739
TCGA-21-1072-01A-01R-0692-07	TCGA-21-1072	LUSC	0.0633	5.829	0.5386	0.6877	229.1921	0.1922	527.1366	28.2925	4.3766	85.2004	2.5393	485.0543	86.7667	11.5969	0.2911	3.1589	0	0.474	0	0	12.0409	0.0221	2.7179	38.5547	15.0596	306.6385	0.0784	4.1964	52.2717	0.3357	0.0514	10.8338	3.4863	332.3152	1.3611	0.1113	32.9006	2.8208	0.032	66.9262	5.9991	0.4917	1.8808	2.1965	85.9408	71.1158	0.0054	316.6683	0.5771	8.0794	0.0279	25.75	5.9497	47.493	1.0184	22.3986	0.1219	3.3026	2.1761	0.4204	0.0918	2.0786	18.9274	219.4975	0.0423	0.0514	0.2488	0.0207	1.9716
TCGA-21-1076-01A-02R-0692-07	TCGA-21-1076	LUSC	0.5174	72.3361	1.5326	8.7715	167.4601	1.4647	338.8556	9.9168	10.5085	110.5201	407.6865	125.4391	104.3048	39.0992	3.3761	1.2759	0.077	0.299	0.0276	0	31.5554	0.4084	20.7979	109.1847	33.889	55.8086	5.9983	5.624	38.1645	3.107	0	2.5097	561.3895	105.1808	5.8965	0.4813	54.3652	9.9802	0.7143	66.1012	10.6988	0.092	1.1167	4.5973	15.9369	46.5963	0.0805	213.6352	10.6187	106.821	0.0184	20.8086	21.8437	71.0927	25.5648	97.84	0.7316	36.9968	4.2932	4.5557	0.1729	2.3106	64.0616	1542.4555	0.9089	0.2266	0.4418	0.0103	15.8554
TCGA-21-1076-01A-01R-0692-07	TCGA-21-1076	LUSC	1.4865	60.0261	1.6237	6.7675	163.7321	1.2106	337.1526	14.2593	15.4782	123.6598	168.5925	146.486	111.4405	37.6593	2.8621	6.5111	0.0657	0.6067	0.0098	0.0535	29.0969	0.4507	15.851	90.491	40.5556	97.2564	8.6916	5.5266	37.3909	2.5669	0.0109	3.1621	262.4252	131.4399	5.7024	0.3579	84.5429	10.1357	1.1725	99.1593	14.6166	0.1009	1.3528	9.3136	15.5105	58.916	0.1601	314.9839	7.9052	74.5853	0.0098	26.9983	22.5209	75.0672	14.38	106.4084	0.9325	28.5236	7.0613	4.8831	0.2229	1.6977	62.6271	1692.6782	1.2365	0.4888	0.3503	0.011	10.7384
TCGA-21-1077-01A-01R-0692-07	TCGA-21-1077	LUSC	36.1128	16.8864	1.0312	1.5322	395.4596	0.1525	461.9656	16.4334	3.77	82.08	87.1449	369.2443	64.3272	43.4598	0.6446	7.6834	0.0341	0.0472	0.0102	0	12.5567	0.121	4.0773	14.3026	13.7813	131.9878	0.043	4.5113	62.4317	0.4095	0.0451	8.2183	27.6611	201.9545	4.0471	0.1275	2.6932	23.1872	0.4067	155.7399	3.1281	0.1841	4.845	1.8635	20.4125	48.6966	0.0593	867.6977	1.2384	13.4575	0.0408	33.5769	29.0174	5.7929	6.3018	58.3673	0.1842	11.325	2.4609	0.6656	0.0604	1.8849	15.9457	467.5064	0.402	0.0626	1.7725	0.0455	10.2902
TCGA-21-1078-01A-01R-0692-07	TCGA-21-1078	LUSC	0.1456	5.1708	7.7733	0.3962	297.7219	0.1035	263.6886	29.231	0.9354	30.209	1.4873	129.5731	42.0086	50.0343	0.0975	17.8283	0	0.0481	0	0	32.4936	0	0.5817	20.3989	50.386	271.9979	0.0875	0.5953	5.3045	0.0302	0.0459	0.1613	0.5252	97.0413	0.4752	0.0056	1.413	8.2326	0.3961	1.1328	1.538	0.0229	5.2009	0.5475	0.7794	16.4709	0.0121	43.6292	0.1179	1.2777	0.0104	19.51	0.7867	1.8997	0.4914	8.9981	0.1618	0.9246	2.0427	0.3648	0.0512	0.4837	5.107	95.8932	0.2361	0.0638	0.1272	0.0231	0.4489
TCGA-21-1079-01A-01R-0692-07	TCGA-21-1079	LUSC	0.0537	7.5326	0.114	1.3982	446.841	0.1227	533.2483	22.141	2.982	155.433	373.2935	253.0563	18.9204	145.7116	0.4994	37.2336	0.0192	0.0532	0	0	14.0605	0.0182	5.8524	24.4619	91.7657	274.1676	0.0193	8.476	323.7863	0.3875	0.0381	15.6812	0.7788	310.9418	0.7315	0.6242	5.1782	4.9361	0.0395	232.1382	3.4261	0.1062	3.4087	1.0983	55.7103	46.4382	0.0334	873.9679	1.2639	5.0147	0.0115	21.5647	29.5618	14.488	1.8455	68.283	0.1139	7.2061	3.0777	0.4266	0.0453	1.6475	14.7867	275.1201	0.0174	0.0141	0.5117	0	6.5378
TCGA-21-1080-01A-01R-0692-07	TCGA-21-1080	LUSC	0.105	11.3909	2.3945	0.8853	77.9584	0.3367	427.9655	12.8749	10.2934	30.2009	7.387	130.8723	59.8177	28.1817	0.39	12.0056	0	0.5806	0.0966	0	12.8039	0.068	8.2002	55.3861	31.3298	93.8817	0.0634	1.6284	12.3363	0.3564	0.0831	1.0548	9.5036	82.4564	1.5008	0.1051	26.7894	5.9941	0.111	102.6968	9.8424	0.0662	2.4081	7.7086	32.6364	10.0782	0.025	1105.5656	0.8636	13.3295	0.0215	28.2202	2.6963	11.7453	1.7199	30.5715	0.7877	6.9541	7.8982	1.5104	0.1166	1.1339	16.2034	371.5555	0.3421	0.0858	0.1437	0	4.2942
TCGA-21-1082-01A-01R-0692-07	TCGA-21-1082	LUSC	16.3135	19.6656	2.9171	4.182	155.8479	0.9311	377.5504	8.3262	8.0516	38.1514	16.4987	79.1978	23.7925	18.272	0.7331	4.2075	0.0874	0.3714	0	0.019	18.7031	0.2647	4.523	19.0056	28.9649	54.9014	0.2644	1.3661	15.4086	0.6938	0.1156	1.1112	16.7398	56.055	1.7323	0.1478	36.2468	5.3885	0.4261	610.7168	9.2314	0.5665	2.2981	6.3363	9.0696	14.7993	0.0487	2627.8457	2.7686	14.1102	0.1254	13.3361	9.4782	22.4996	3.4928	27.1122	0.7075	5.0777	5.6224	3.2345	0.1857	0.6939	29.1121	596.224	0.4599	0.3919	1.0138	0	3.8218
TCGA-21-1082-01A-01R-A96U-41	TCGA-21-1082	LUSC	16.2626	11.6585	8.9656	0.6987	121.79	0.594	312.8865	7.2784	5.3017	43.3655	12.5893	78.8921	21.0131	5.5493	0.694	2.094	0.0296	0.7944	0	0.0161	18.1949	0.2526	4.6908	17.8449	28.0892	60.9882	0.3289	1.1911	15.2457	1.2958	0.049	1.797	9.6818	38.4289	1.7667	0.1447	16.3766	5.924	0.3131	420.0705	6.8125	0.5873	2.3696	3.1444	9.8009	20.1436	0.0826	2889.1848	2.7438	22.615	0.0266	16.7955	10.3241	15.8105	4.2663	24.9407	0.6724	8.6086	4.8022	1.6391	0.2101	0.8514	23.4164	433.2188	0.3094	0.267	1.117	0.0297	8.4469
TCGA-21-1083-01A-01R-0692-07	TCGA-21-1083	LUSC	0.2836	18.9316	2.8881	2.7816	256.0298	0.5894	408.6878	16.611	14.7373	67.5268	21.8696	176.0628	81.1897	43.2909	0.5373	35.5158	0.0149	1.2501	0.0356	0.0162	20.662	0.19	5.7791	124.1716	11.8988	134.0997	0.1874	22.3979	28.4508	0.9734	0.0098	6.9826	16.1754	133.0147	2.7544	0.4257	43.8571	19.0775	0.2042	27.3897	19.2719	7.5896	3.7016	8.1186	29.3629	24.2982	0.0621	241.2865	2.8918	17.1678	0.0267	37.0186	3.5122	58.6276	25.5966	42.1438	0.791	8.9399	8.8463	2.2425	0.3248	1.6583	42.367	603.8238	0.2294	0.1803	0.4858	0	2.8666
TCGA-21-5782-01A-01R-1635-07	TCGA-21-5782	LUSC	2.7128	14.7874	2.0036	2.4479	531.4432	0.7924	1168.1475	27.0415	15.7899	64.4756	26.9956	340.2762	96.1709	50.7495	0.7971	139.5419	0.4403	1.8985	1.1118	0.5846	44.0136	0.6021	3.488	22.1934	33.4708	675.266	0.7647	1.2926	44.2922	0.8519	0.6471	5.0575	20.3793	180.7777	1.6856	0.8755	10.5675	18.3689	1.05	352.714	12.5244	1.7879	6.319	4.5243	46.0759	100.6668	0.9711	798.378	1.2534	4.2416	0.7314	35.8249	6.2106	9.6903	2.9064	46.7026	0.8399	3.4172	5.6089	3.1457	1.011	1.3281	13.5999	322.3295	1.6427	0.2518	1.5333	0.3264	1.7832
TCGA-21-5784-01A-01R-1635-07	TCGA-21-5784	LUSC	0.7137	22.1859	1.8857	1.705	345.6278	0.5306	396.4527	22.1788	12.7698	38.4008	13.2688	115.1972	44.6181	84.7552	1.2173	3.9047	0.079	0.2191	0	0	9.0725	0.1216	6.0594	18.8769	42.0212	224.7998	0.0697	1.4369	14.4734	0.3853	0.0392	3.1814	26.5917	186.2397	1.7187	0.1029	15.9506	11.6065	1.6623000000000001	6790.069	34.5442	0.158	2.1132	6.5476	10.4473	13.6617	0.055	15566.0774	0.8471	11.7136	0.0473	32.0736	6.5297	22.5598	2.2155	53.8621	0.9632	7.8776	7.1733	2.909	0.35	0.759	18.8874	1127.1488	1.2731	0.0436	1.2517	0	7.6706
TCGA-21-5786-01A-01R-1635-07	TCGA-21-5786	LUSC	2.0893	10.7201	0.3447	1.9204	429.4097	0.2806	612.8374	17.304	6.5969	55.5903	28.2798	285.5528	65.7133	38.8838	0.2858	82.8118	0	0.2212	0.0447	0	9.8632	0.0354	1.7974	19.1336	24.0548	304.482	0.0075	0.9862	41.7202	0.1563	0.0099	4.3286	25.8265	157.3551	0.655	0.0828	12.3636	4.5203	0.0822	183.1224	6.0165	0.3168	2.6933	3.5086	26.8902	58.0434	0.0156	1219.6414	1.0092	8.2272	0.0089	28.6522	4.4913	14.1625	1.2156	28.4239	0.463	3.4577	2.9188	1.5645	0.0618	2.0309	15.2608	257.4871	0.3394	0.0715	2.3246000000000002	0.01	1.7651
TCGA-21-5787-01A-01R-1635-07	TCGA-21-5787	LUSC	0.332	19.6633	0.7456	3.0698	186.4286	1.9331	697.6234	22.2022	71.3187	45.9789	10.4003	81.3662	68.2706	27.4863	0.8035	4.1206	0.0652	3.7079	0.0195	0.0532	13.3254	0.0927	9.1877	68.0437	82.4467	20.9635	0.0247	2.2839	24.1241	0.4715	0.356	0.5642	21.5697	625.8465	4.902	0.0902	111.1266	74.728	4.7251	361.3998	63.0922	0.1419	2.2406	46.4984	30.3172	10.6627	0.0398	2482.55	5.5272	26.7438	0.3415	37.9626	5.3426	32.2968	3.5589	92.3854	3.5891	13.504	50.3815	7.3425	1.0885	1.0062	82.1635	1106.6015	1.584	0.1199	0.5765	0	4.5387
TCGA-21-A5DI-01A-31R-A26W-07	TCGA-21-A5DI	LUSC	0.1696	3.3714	2.466	1.6155	410.2293	0.168	617.3826	19.5155	5.7927	86.8583	79.3432	335.1708	29.1041	16.5939	0.1192	111.5949	0.0303	0.8402	0	0	90.7018	0.0287	3.1083	19.5923	26.1468	604.0766	0.0611	2.3529	172.7351	0.2006	0	31.21	9.8629	207.6187	0.4879	0.1381	1.3389	25.1051	0.0468	1121.5185	7.8731	0.0293	5.1373	1.9021	23.3557	40.2247	0.0106	3111.1879	1.2837	1.7054	0.0181	21.2423	7.6675	36.7437	1.2164	9.7341	0.5461	0.7874	4.5795	0.51	0.0537	0.8732	3.6466	41.4396	0.11	0.5682	6.7507	0.0607	0.6276
TCGA-22-0940-01A-01R-0692-07	TCGA-22-0940	LUSC	0.2022	34.5554	1.4397	2.69	383.764	1.2142	277.7952	21.3526	36.3248	92.4778	19.1092	215.2382	92.7598	36.3222	1.2529	6.5224	0	2.586	1.2578	0.1079	4.3825	0.3135	9.1599	155.3304	52.9395	42.1564	0.0251	4.822	65.4929	1.4418	0.7885	3.7257	31.721	209.5086	4.083	0.3502	138.2274	18.7693	0.4038	136.7401	129.0489	0.1717	2.139	20.8578	11.0534	4.6779	0.0577	2955.2117	5.2906	35.87	0.1585	37.8455	10.8164	143.3205	2.2837	66.1147	1.9973	10.468	37.465	3.6125	1.2223	0.6912	68.184	2421.5	1.7283	0.1278	0.8172	0.011	3.9646
TCGA-22-1000-01A-01R-A32Z-07	TCGA-22-1000	LUSC	0.4655	60.6779	2.0604	5.972	180.6671	0.9772	394.3272	23.8708	7.8521	62.1713	96.5736	134.6511	24.6875	57.1699	1.5188	7.4397	0.1348	0.4984	0.0115	0	10.1913	0.2188	12.3172	43.1985	56.2721	144.3906	0.0777	2.9541	110.2643	1.8986	0.0127	4.8282	24.9393	172.0197	5.3643	0.3071	40.1436	20.9722	1.7894	1150.1141	16.7437	0.1472	5.4662	10.4135	22.1154	13.5894	0.0268	3140.3131	4.9657	42.9871	0.0576	32.4173	17.4947	39.6064	9.0116	131.5542	0.98	25.2249	6.7627	4.2138	0.2047	1.3625	67.6316	2447.3892	0.4545	0.1416	1.4387	0	28.8676
