patient_barcode	submitter_id	Project	NOS2	CD4	IKZF2	FOXP3	PKM	TBX21	ENO1	PGM1	GZMB	HIF1A	MMP9	PGK1	GPI	TGFB1	CD33	CA9	IL2	IFNG	IL17A	IL17F	VEGFA	IL12B	CD86	STAT1	EPAS1	SLC2A1	ARG1	CD274	TGFBI	CD80	KIR2DL1	IL1B	CHI3L1	LDHA	IL2RA	IL10	CXCL9	SLC16A3	RORC	S100A8	GZMA	NCAM1	ALDOA	CD8A	SLC16A1	HK2	IL23R	S100A9	CTLA4	CYBB	KIR3DL1	STAT3	IL7R	CXCL10	ITGAM	CD14	CD8B	CD163	PRF1	CXCR3	NCR1	FUT4	FCGR3A	HLA-DRA	NCR3	KLRK1	TNF	PKMP2	MRC1
TCGA-05-4244-01A-01R-1107-07	TCGA-05-4244	LUAD	0.1381	23.064	1.2033	1.2847	248.5489	0.4242	323.8565	84.2735	2.3434	32.7452	9.3524	419.8802	28.5502	25.0265	1.5049	0.5665	0.0452	0.209	0	0	93.7056	0.2855	5.8509	25.4956	37.878	18.2988	0.114	8.156	216.9326	0.6406	0.0199	2.4669	1814.2553	320.5772	1.6692	0.1325	5.1082	33.8066	9.0034	24.3116	4.8766	0.2517	5.0889	2.6116	1.4858	22.1043	0.021	477.8187	1.553	36.3553	0.018	28.4816	4.5483	9.8925	13.5426	42.2375	0.441	16.6789	1.5075	4.4486	0.0356	1.1082	36.1429	1273.5271	0.4926	0.0665	0.7641	0.0302	36.1569
TCGA-05-4249-01A-01R-1107-07	TCGA-05-4249	LUAD	0.2381	41.0622	1.1556	2.1221	134.9552	0.3334	285.1034	15.1698	2.3373	50.4639	12.6792	123.0062	29.9074	40.8272	1.9959	3.0813	0.0279	0.1033	0.0084	0.0303	13.9716	0.2182	8.2174	41.4326	59.5974	12.1253	0.1057	2.0355	20.2376	1.0362	0	2.6855	48.6137	111.9119	1.1598	0.2363	8.9952	10.7887	19.1098	4.5083	3.105	0.0884	2.3104	2.3068	1.8192	15.0303	0.0438	160.8808	0.9787	38.7762	0.0251	47.0735	4.1255	9.3912	6.0151	38.0503	0.3553	11.5309	3.5754	2.4511	0.066	1.2769	32.034	1537.3387	0.2408	0.0308	7.8987	0	15.9281
TCGA-05-4250-01A-01R-1107-07	TCGA-05-4250	LUAD	0.5584	27.1305	1.5892	0.9681	303.9072	0.7334	427.28	18.2909	19.9615	73.0271	11.1194	316.9218	42.3435	42.2358	0.8167	12.7061	0.089	1.631	0.0089	0	38.2035	0.1053	7.2532	71.0645	32.8419	58.2212	0.015	12.8561	94.2158	0.6354	0	1.5831	33.4217	306.0725	6.8241	0.4006	65.632	48.2718	13.6125	9.5933	26.9707	0.0391	4.2089	18.0127	4.5526	16.6086	0.0052	90.6916	2.1949	28.3805	0.0177	26.2155	5.4837	36.5707	5.4916	53.9112	1.528	39.2685	12.8995	8.2987	0.2978	1.534	79.7282	1407.1994	0.2423	0.0327	0.6034	0.0198	39.4171
TCGA-05-4382-01A-01R-1206-07	TCGA-05-4382	LUAD	0.8018	63.5566	1.7299	3.8354	256.3345	0.6149	485.5292	26.3982	13.447	30.7771	48.1248	266.9906	38.7923	32.4057	2.4152	4.5131	0.0641	0.4048	0	0	44.7931	0.1214	14.4394	46.1501	27.2451	152.1797	0.07	4.5023	73.8878	1.4103	0.0424	11.4312	82.0085	183.2227	5.996	0.4624	63.7624	38.0254	9.8864	18.1818	9.3804	0.1661	3.469	3.0507	8.4351	40.5198	0.0707	226.0111	2.2459	58.7019	0.0831	40.9692	9.9936	77.4324	20.2793	226.9048	0.3442	53.958	3.808	3.7948	0.0757	2.9105	162.9137	1996.6149	0.8824	0.0707	1.5105	0	23.6003
TCGA-05-4384-01A-01R-1755-07	TCGA-05-4384	LUAD	0.9248	29.1656	2.1531	0.7852	196.2784	0.3533	361.1929	14.4911	2.3321	34.7864	16.0967	80.8673	24.9171	20.2268	1.3968	0.1674	0.0267	0.1235	0.016	0	16.38	0.1645	5.1177	25.3641	116.0659	8.1456	0.1887	1.267	19.4245	0.391	0.0707	2.8234	38.2575	83.7125	1.5402	0.2697	4.4096	9.1656	29.7992	16.0481	4.1065	0.0681	3.7422	2.0603	1.2186	7.2738	0.0186	223.3368	0.9505	25.2303	0.048	45.1165	10.1519	6.6193	7.0262	70.8642	0.221	23.854	3.2314	1.6387	0.1105	0.8739	68.0831	804.6474	0.1698	0.0688	2.4601	0.0178	21.634
TCGA-05-4389-01A-01R-1206-07	TCGA-05-4389	LUAD	6.9735	38.0847	0.6726	3.7786	195.5525	0.9842	299.5927	16.9201	15.674	37.4414	33.4532	150.8877	45.4702	19.2349	1.499	0.5249	0.1539	1.5077	0.0276	0.0334	11.8569	0.0947	7.8229	63.5448	32.2917	25.5891	0.9858	3.8155	19.7241	0.9971	0.0916	1.3738	87.3559	91.2963	5.4777	0.3907	60.0699	11.2107	15.5328	5.4321	25.8172	0.0609	2.3661	21.7832	4.5308	2.2906	0.0214	987.1363	3.3644	39.2439	0.0552	29.7215	7.8282	50.5735	5.587	74.2798	2.6331	11.2084	10.5138	9.1117	0.1909	1.3247	55.0167	2057.5573	2.0675	0.1019	2.6996000000000002	0.0205	24.5417
TCGA-05-4390-01A-02R-1755-07	TCGA-05-4390	LUAD	0.2283	15.2575	0.8047	0.9029	203.6824	0.1111	692.2144	22.251	6.9804	90.3666	47.9884	365.9962	42.9258	14.7106	0.5477	21.4785	0	0.0803	0.0173	0	12.4963	0.0411	4.9489	12.6877	68.211	31.8015	0.0292	1.5458	32.101	0.2218	0.9957	2.2504	16.9751	248.1822	3.7616	0.1507	8.9535	26.5395	6.5425	5.0908	1.4825	2.0655	3.8246000000000002	1.5089	18.3333	60.0407	0.0202	57.1084	1.514	14.9517	0.0519	39.3021	9.7951	9.0442	4.6537	71.7381	0.7979	16.0352	2.3547	0.9918	0	0.754	28.4399	312.6359	0.289	0.0106	0.3862	0	18.2916
TCGA-05-4395-01A-01R-1206-07	TCGA-05-4395	LUAD	0.2279	13.762	1.1044	0.9042	693.3351	0.3199	743.8346	66.8481	11.5387	120.9324	4.9054	232.3085	16.2908	23.9321	0.6302	39.5401	0.0363	0.2796	0	0	26.204	0.0516	5.5764	44.2564	99.9725	70.748	0.0183	2.1102	85.7443	0.6703	0	0.9003	3.7659	354.8652	2.3247	0.1024	20.477	132.2952	21.9003	155.6843	26.9994	0.1574	9.3637	3.5451	31.5333	16.6509	0.0253	6515.9443	1.5254	17.9104	0.0145	39.3215	5.7173	43.9205	4.0888	49.8816	0.3464	14.1623	8.4616	1.3603	0.5218	1.2005	40.3419	873.7966	0.6262	0.1379	0.2341	0.0081	9.5557
TCGA-05-4396-01A-21R-1858-07	TCGA-05-4396	LUAD	0.3372	15.0803	2.7966	1.0696	113.2408	0.5369	138.9814	23.8874	1.8136	27.237	11.7641	152.2403	14.3102	11.6804	0.1366	2.3756	0.1326	0.30620000000000003	0	0	26.0486	1.0982	1.597	28.2039	78.1606	11.4388	0.0334	0.7583	7.8623	0.1039	0.0438	0.8997	56.2085	145.4156	0.8612	0.0431	8.6906	10.735900000000001	19.1891	1.9979	3.6424	0.2708	1.1332	1.3137	2.5108	6.0098	0.0115	56.5033	0.8492	9.9858	0.1189	49.9713	4.3	14.9292	1.7278	23.089	0.1054	5.3509	1.9589	1.3345	0.137	3.0666	11.9765	670.4164	0.4512	0.0487	0.7515	0	3.6314
TCGA-05-4397-01A-01R-1206-07	TCGA-05-4397	LUAD	0.1143	19.8981	1.0065	1.3295	273.4213	0.1602	580.8446	36.2218	6.0265	42.1488	14.082	199.0945	42.212	12.5861	0.812	16.5152	0.055	0.0678	0.0055	0	5.66	0.0391	5.6435	39.1704	19.8353	21.3849	0.6518	1.2809	70.3146	0.6193	0.0121	3.4771	456.0789	115.8675	4.3986	0.3549	24.3377	6.9011	5.0713	34.7555	4.9913	0.0652	3.0727	2.254	8.1761	13.9215	0.016	438.6527	1.1743	21.9919	0.1206	28.1603	3.769	102.8886	5.2117000000000004	95.6779	0.3109	22.9174	4.151	0.8814	0.1191	1.0733	33.6632	1549.3911	0.4326	0.053900000000000003	0.4035	0.0061	13.0215
TCGA-05-4398-01A-01R-1206-07	TCGA-05-4398	LUAD	1.2531	42.6515	2.2449	2.3964	219.3632	2.645	623.2604	32.919	10.9745	45.6019	32.631	263.9474	68.4798	32.3875	2.199	1.014	0.1316	0.8947	0	0.0102	80.4912	0.3204	10.8197	50.4108	42.7629	86.3354	0.0379	19.9255	107.2108	1.2474	0.0311	14.3689	18.9968	240.2466	6.537	0.1866	52.9569	28.2927	18.4648	100.0851	9.8153	0.0553	9.5252	5.7274	2.3529	16.6542	0.0229	3010.5187	2.1285	43.0913	0.0506	36.132	12.9889	91.0786	12.9444	151.4511	0.4723	31.2336	3.2587	6.2316	0.1499	2.0748	133.7725	1391.1259	0.6655	0.1244	4.7959	0.0188	18.6204
TCGA-05-4402-01A-01R-1206-07	TCGA-05-4402	LUAD	0.1671	33.4644	2.5639	1.5684	271.9265	0.2499	1149.9716	47.1486	2.0998	36.1939	15.0847	289.5721	24.9966	22.4372	1.2794	15.9011	0.0505	0.0747	0	0	14.9878	0.11	8.3902	62.4616	22.0109	70.9211	0.0459	1.704	39.5972	0.7743	0.0201	4.0402	14.8092	233.1668	2.018	0.2795	5.3983	28.7015	10.9009	15.9286	3.3573	0.253	3.2842	2.1846	2.5074	15.7438	0.0493	1124.0971	1.0675	30.7053	0.0181	45.2155	5.2561	28.2765	8.9567	81.8986	0.2292	20.7426	7.4149	2.5448	0.0298	2.0568	54.7215	1453.7181	0.8713	0.0446	1.1592	0.0135	15.2737
TCGA-05-4403-01A-01R-1206-07	TCGA-05-4403	LUAD	0.3442	41.8032	1.2655	0.8848	533.8081	0.3451	225.1141	21.3802	2.4028	24.4139	34.7444	151.6992	23.7436	24.8819	2.0423	26.05	0.0116	0.2351	0.0069	0	5.0458	0.0712	8.8479	27.5817	40.6159	69.7856	0.0641	1.8239	47.6553	0.7048	0	3.7759	51.7658	140.9717	1.8682	0.301	20.5192	20.8042	6.1198	20.8123	12.1173	0.0803	2.6496	2.6059	7.9877	25.811	0.1087	213.4618	0.6168	47.4909	0.0069	25.1813	4.8882	28.2268	11.985	184.4649	0.2819	18.5351	3.4844	2.4811	0.0546	4.1925	48.8985	1619.9862	0.5667	0.017	0.7018	0.0077	31.6354
TCGA-05-4405-01A-21R-1858-07	TCGA-05-4405	LUAD	0.416	28.7511	1.5753	0.7943	106.0051	0.2739	246.4561	26.2444	1.5982	35.6188	50.225	56.298	19.6852	43.9855	1.5807	0.2439	0	0.1349	0	0	11.1376	0.1659	7.1885	31.9754	53.3675	7.8911	0.0589	3.0231	31.6098	0.4984	0	7.3204	22.9342	85.6704	0.7094	0.095	4.0363	21.5911	5.9876	1.9073	3.2827	0.1129	0.8108	4.459	3.1001	6.6544	0.0509	320.6522	0.7178	33.9511	0	37.0696	5.7925	8.1494	5.5675	113.0357	0.421	11.5157	3.4135	1.8429	0	1.2136	44.6143	726.8152	0.5566	0.1074	0.6427	0	9.5373
TCGA-05-4410-01A-21R-1858-07	TCGA-05-4410	LUAD	0.2	30.7604	1.378	1.8591	126.2896	2.5789	294.823	20.9857	14.3663	29.1363	15.4069	64.6829	37.0831	57.6166	1.0498	16.3406	0.0684	1.7055	0	0	5.3696	0.4207	6.5099	141.4473	40.8751	11.577	0.0862	3.7986	11.3794	0.4404	0	1.6397	12.2941	92.995	2.1624	0.3893	117.2206	11.9104	12.1367	7.7696	19.3796	0.1291	1.2786	11.942	1.7881	16.6612	0.0714	227.0123	2.3055	36.4024	0.0613	46.1127	9.0027	50.4535	6.6031	53.8661	1.6084	16.0618	8.8554	5.1557	0.3835	2.1588	59.946	2983.3577	1.1167	0.2513	1.2764	0	11.4785
TCGA-05-4415-01A-22R-1858-07	TCGA-05-4415	LUAD	0.1391	7.1452	0.348	0.793	380.5622	0.6388	642.8212	36.0473	20.3303	54.7708	5.8781	281.8448	52.3761	16.7719	0.3641	1.6769	0	1.9833	0	0	5.0276	0.0671	3.1579	92.349	119.2701	170.0333	0.0511	1.9636	50.8464	0.3032	0	1.5588	3.261	1233.7588	2.0245	0.0725	22.5603	23.6549	0.5076	17.6998	13.0237	0.0605	5.172	7.9443	25.8499	59.798	0.0212	636.423	1.0165	11.5547	0.0484	34.1782	1.7126	16.7964	1.5297	30.7846	0.558	13.2524	12.2293	1.9714	0.1674	1.1144	22.2846	165.0776	0.2021	0.1414	0.2296	0	5.0925
TCGA-05-4417-01A-22R-1858-07	TCGA-05-4417	LUAD	0.9225	41.9018	1.4024	5.1763	91.0705	0.8956	257.2923	16.2568	20.8389	57.9775	47.2881	95.7399	26.8349	27.3806	0.9217	0.5808	0.0863	0.6117	0.0172	0	12.9929	0.2725	8.1802	48.6017	124.6346	5.3952	0.0581	2.7909	26.342	1.283	0	4.8699	44.5495	117.6318	5.8607	0.2528	53.6214	9.8283	12.7498	21.8318	17.2889	0.1087	1.6822	8.4079	3.6922	8.5874	0.0802	154.9575	4.9061	39.3607	0.0689	43.8688	20.3612	54.8179	5.645	77.7193	1.0249	23.6543	8.5054	5.7769	0.2549	1.3714	49.4724	1147.1277	1.6455	0.0529	1.0748	0	45.5335
TCGA-05-4418-01A-01R-1206-07	TCGA-05-4418	LUAD	0.1498	25.4953	0.3903	3.721	374.8325	0.5021	744.1231	54.3067	19.6393	27.7303	36.6246	402.3833	63.0958	18.6304	0.8051	1.4959	0.0294	0.8843	0.0792	0	9.2679	0.0348	6.9457	82.9386	83.6814	220.8168	0.0223	4.3594	26.3661	0.5384	0.0195	3.9969	9.8958	871.5091	6.5992	0.2204	48.733	30.009	19.8576	67.0097	18.0932	0.0893	6.1486	9.067	9.5015	8.09	0.0769	5652.3019	2.6406	28.0848	0.0616	40.7144	15.717	63.3064	3.4844	75.0975	1.2015	15.8234	7.6748	2.9729	0.1652	1.5689	71.0816	1076.4819	1.3228	0.0649	0.8247	0.0098	7.2404
TCGA-05-4420-01A-01R-1206-07	TCGA-05-4420	LUAD	4.3879	11.2582	1.5133	0.3327	175.5435	0.1882	319.3459	37.2122	3.2979	44.6291	7.0499	150.0724	18.6112	15.2003	0.3524	2.5059	0.0116	0.0429	0.0069	0	20.1804	0.2199	2.9385	10.7404	63.9494	22.3841	0.0176	0.5411	19.402	0.1861	0.0077	3.3996	8.248	150.2533	1.2631	0.4573	2.2738	15.9276	5.3472	36.5581	5.1354	0.0214	2.6784	1.8715	1.349	15.1506	0.0283	673.4973	0.2247	5.841	0.0139	27.7335	3.7505	3.6395	1.5105	51.046	0.5762	7.0098	4.0884	0.6213	0.0343	2.5293	20.9782	312.4876	0.2635	0.0085	0.5887	0	2.5054
TCGA-05-4422-01A-01R-1206-07	TCGA-05-4422	LUAD	0.0778	35.0278	1.845	2.2083	178.656	1.26	204.3324	8.1758	4.7389	20.6894	17.7297	137.1133	24.4545	16.0086	1.0547	2.057	0.1019	1.4245	0.0991	0.0277	15.6876	0.5428	6.6826	54.9982	57.7535	4.5871	0.0578	2.0927	11.8442	0.6567	0.059	5.5152	5.5663	112.2593	2.0403	0.21560000000000001	42.234	6.785	40.7168	1.2961	18.6169	0.0537	2.491	19.4894	1.3109	2.3802	0.1154	20.129	3.2445	33.8877	0.0762	37.4069	7.7301	64.9756	3.5191	64.6497	2.3901	8.1987	8.0514	6.9983	0.4815	3.8049	48.8244	2641.0439	1.7576	0.5948	0.8836	0	4.5013
TCGA-05-4424-01A-22R-1858-07	TCGA-05-4424	LUAD	3.0309	43.3762	2.6359	2.1252	120.0305	0.5033	246.6782	19.5158	4.1713	56.4046	13.2355	99.3592	41.5215	19.0922	1.56	0.2092	0.0644	0.119	0	0	6.7937	0.1728	9.7366	51.6099	100.72	16.7336	0.0217	1.5965	25.2749	0.7178	0.0568	2.9301	15.8514	67.1448	2.104	0.2305	19.4642	16.5049	5.8944	25.8569	6.5689	0.1264	1.3678	5.7203	3.0012	9.0565	0.0299	1310.5166	1.2461	53.3294	0	63.5954	11.3094	26.6405	7.9403	110.613	0.81	41.0899	4.3601	2.103	0.0634	0.9199	72.908	1272.5301	0.4676	0.0474	1.131	0	29.6126
TCGA-05-4425-01A-01R-1755-07	TCGA-05-4425	LUAD	0.3145	53.0912	0.8049	3.0188	208.5762	0.6345	254.5143	37.2046	6.1223	29.0528	194.69	184.1146	30.0863	60.6129	1.5025	21.7348	0.2018	1.1889	0.0453	0.0274	11	0.4538	11.1707	49.6189	35.6881	17.4532	0.0254	4.2264	65.1935	1.52	0	4.4283	11.1982	413.113	1.8027	0.2216	83.2503	16.2503	5.2155	9.4736	15.3756	0.1707	2.3593	3.574	7.7107	7.0219	0.0439	257.4262	1.1741	53.4092	0	44.8975	11.0343	77.6283	6.6606	114.7727	0.4171	16.8122	17.647	4.2604	0.0894	1.9662	62.0349	2080.5359	0.6869	0.0185	1.0936	0.0168	10.562
TCGA-05-4426-01A-01R-1206-07	TCGA-05-4426	LUAD	0.1984	14.7152	1.7126	1.706	432.3043	0.3484	826.2934	38.3939	1.355	71.2027	36.1673	554.4709	41.5515	42.5917	1.3287	151.5501	0.0495	0.1716	0	0	57.7177	0.1055	3.1039	33.6997	42.165	91.5877	0.0187	9.7098	65.2489	0.3191	0.0246	5.4517	248.2004	369.0965	1.4827	0.1571	4.0496	33.9301	15.4132	23.7289	4.4533	0.1033	7.1174	1.9403	35.6463	32.0431	0.0172	659.7123	0.887	23.3426	0.0074	30.5009	3.6846	6.8979	9.8991	80.817	0.2493	24.9458	1.7772	1.57	0.0877	0.7546	29.1739	910.8548	0.4158	0.0228	0.9495	0	21.044
TCGA-05-4427-01A-21R-1858-07	TCGA-05-4427	LUAD	0.2596	22.7671	1.4685	1.1745	109.2584	0.6715	320.6066	18.0063	6.211	67.7365	4.7081	124.2783	27.509	27.017	1.018	0.2162	0.0887	0.574	0.0133	0	43.4114	0.126	6.4071	83.3477	42.5907	63.7778	0.0448	10.4491	24.5144	1.0122	0.0293	1.9802	10.8666	119.3421	4.0417	0.1155	17.633	17.6645	15.756	13.2073	11.5266	0.0292	1.3032	5.3089	1.5604	8.3818	0.0386	74.696	1.4501	44.8578	0.0663	34.4243	5.056	26.7703	10.2047	55.6486	0.522	16.531	3.4213	1.56	0.1441	0.8277	60.0754	972.6018	0.3624	0.0571	0.503	0	33.7129
TCGA-05-4430-01A-02R-1206-07	TCGA-05-4430	LUAD	0.69	42.3393	1.4132	2.5085	166.7444	0.3855	277.9132	28.5291	10.0623	47.1227	60.5448	145.4641	20.1363	46.8198	1.5322	3.2561	0.0431	0.2785	0	0	31.305	0.0679	10.2711	38.9934	66.9246	19.6379	0.0217	2.8267	56.0478	1.4296	0.057	2.1617	107.4358	110.4927	3.1052	0.5464	21.4243	20.3438	8.1303	23.4515	12.3504	0.169	1.531	5.4941	3.2215	4.0899	0.04	405.6717	1.9438	33.9464	0.0773	31.1274	12.1924	33.1334	6.6638	106.9982	0.572	14.7545	5.6067	3.1225	0.1271	1.0868	55.5502	1548.8083	0.5601	0.0158	1.7612	0.0287	26.7352
TCGA-05-4432-01A-01R-1206-07	TCGA-05-4432	LUAD	0.3899	24.422	0.836	2.2183	170.214	0.5336	377.1438	16.1568	11.2938	33.2979	49.0428	138.411	29.7427	27.1827	0.8396	23.6243	0.0383	0.6373	0.0076	0.0278	12.1181	0.0846	6.2207	61.6483	114.251	17.4662	0.0773	2.2579	21.7518	0.5338	0.076	4.5787	18.5162	125.5407	3.3151	0.2244	40.0753	23.8326	30.7505	13.0408	13.7336	1.4026	3.4526	6.6046	5.9219	3.4462	0.0445	98.073	1.9034	29.9493	0.084	39.6394	10.0352	23.2806	4.2891	71.3728	1.0694	11.9792	6.987	3.3849	0.083	2.1866	41.8688	804.127	0.6491	0.0516	1.7971	0.0085	9.1625
TCGA-05-4433-01A-22R-1858-07	TCGA-05-4433	LUAD	0.518	35.4674	2.2398	1.5552	234.774	0.9602	202.6458	15.7692	4.2579	33.3213	11.529	97.3092	20.6973	37.3946	1.7914	11.9387	0.0617	0.2566	0	0	5.7877	0.1461	7.2632	45.2961	54.7255	32.1682	0.0934	1.992	12.0536	0.677	0.0612	3.4654	47.2794	79.2802	1.3595	0.3815	36.9164	18.7069	12.0055	11.1605	11.6377	0.1057	2.4618	7.7005	7.4414	38.997	0.1182	118.407	1.0165	55.4892	0.0554	33.2278	6.7851	25.1245	9.6943	80.7884	0.6933	26.9751	6.3214	3.9683	0.164	3.2653	54.6997	1177.4159	0.7841	0.1134	1.3992	0	37.2099
TCGA-05-4434-01A-01R-1206-07	TCGA-05-4434	LUAD	0.2916	52.0507	1.5663	3.473	300.8956	1.2576	379.0367	45.59	14.5119	52.4204	67.0831	182.8098	35.8786	41.31	1.5306	8.4061	0.1096	1.0407	0.0298	0.0541	10.9146	0.1746	10.9482	63.9401	43.5919	83.3044	0.0854	9.1138	132.7828	1.2322	0.033	5.4114	51.2233	138.7379	8.1914	0.6129	78.3272	26.3866	5.8031	45.1239	14.725	0.6252	3.0408	6.4158	2.4252	29.3799	0.0417	543.5806	2.5849	61.8635	0.1013	33.8341	28.1355	88.6044	11.0233	131.0235	0.8535	37.8059	7.7732	6.4868	0.1883	1.8628	74.8886	2245.7832	1.0221	0.1319	1.7148	0.0133	21.2993
TCGA-05-5420-01A-01R-1628-07	TCGA-05-5420	LUAD	0.1432	49.7318	0.7903	3.2512	157.1251	1.5597	272.5607	16.2115	34.3105	33.0173	120.9947	276.7083	17.0829	21.9863	2.7485	0.3078	0.3217	6.799	0.2886	0.131	5.2441	0.4568	26.8359	121.8208	40.315	4.9387	0	7.141	33.7459	3.6409	0	9.4501	182.6328	273.4952	13.3093	2.1849	237.0871	6.2344	1.505	98.9231	68.2924	0.0742	1.7391	16.0994	4.0498	8.3325	0.3501	1418.0132	7.1484	134.4533	0.024	22.0226	25.9716	368.9011	6.5575	185.458	2.3268	23.2507	13.9373	7.4666	0.2612	2.0718	116.5515	7521.0718	4.1234	0.133	4.1024	0	25.02
TCGA-05-5423-01A-01R-1628-07	TCGA-05-5423	LUAD	0.0645	32.7518	1.7064	3.2748	134.3342	0.4053	219.8016	23.0571	6.0566	21.3406	6.9827	227.7069	13.6062	26.7035	3.0979	0.9703	0.4436	0.2343	0	0.0344	4.2952	0.435	17.0747	22.0054	28.1451	8.8355	0.0959	2.1493	25.8286	2.7591	0	7.2357	42.6403	168.014	3.7053	0.7527	4.4437	5.2213	5.1745	44.1357	16.1864	0.0529	2.1485	4.6985	1.3551	10.2341	0.0883	452.2512	3.6288	42.3167	0.0569	18.5366	13.1178	34.9467	8.4286	85.7231	0.9001	16.367	4.5064	3.4089	0.1684	0.8076	70.4511	6283.4187	1.3804	0.0815	2.071	0.0211	45.056
TCGA-05-5425-01A-02R-1628-07	TCGA-05-5425	LUAD	0.2179	36.0437	0.9835	2.8503	176.834	1.2888	265.0588	29.3338	34.2669	49.4072	18.4412	130.0903	52.0986	20.5313	1.6137	1.2799	0.0252	1.6762	0.0151	0	11.7726	0.3697	16.3645	108.0012	71.1954	55.597	0.0127	3.6442	34.63	1.5794	0.05	2.5485	42.8467	123.5711	8.5105	0.5329	161.9988	17.744	15.6776	30.534300000000002	28.0669	0.0531	3.3281	16.4589	2.6142	8.7465	0.0439	267.5609	4.2553	41.7382	0.0452	25.1768	15.7542	92.0885	5.1201	111.0262	3.6529	38.8202	14.1748	4.9209	0.1637	3.0571	70.5389	2651.9357	0.8689	0.1852	0.9409	0	31.2686
TCGA-05-5428-01A-01R-1628-07	TCGA-05-5428	LUAD	0.1486	10.9538	1.5752	0.3839	212.296	0.0778	543.621	40.9886	1.9396	26.6137	34.5707	300.4985	32.3038	26.7191	1.4699	1.0669	0.0365	0.3036	0	0	26.0047	0.0346	13.632	26.6246	23.0266	38.2359	0.0368	2.1578	46.3586	1.5383	0.0241	7.8194	4.1784	211.3857	2.1651	0.7246	7.427	11.3657	10.8937	173.9836	8.5253	0.0224	5.6541	3.4699	1.4342	10.0361	0.0127	4766.9923	0.3627	16.414	0.0218	16.335	3.5284	56.11	2.5494	132.1622	0.6268	10.4246	3.277	0.6581	0.0216	0.5596	69.0299	2199.7676	0.2319	0.0268	1.8988	0	7.3461
TCGA-05-5429-01A-01R-1628-07	TCGA-05-5429	LUAD	0.0347	7.3614	1.0726	0.3463	319.9051	0.1163	148.5061	83.3385	0.9196	31.7475	9.4919	267.4756	25.3138	13.4111	0.281	170.0989	0	0.063	0.0204	0	16.7083	0.0161	1.8432	11.8358	25.0778	149.383	0	0.353	21.9329	0.2613	0	1.7756	1.8951	475.453	0.6357	0.1887	2.2531	11.4937	2.8812	8.438	3.9186	0.0719	6.2692	1.6898	31.1972	20.0556	0.2019	57.745	0.4637	4.5971	0	18.6494	3.398	6.7558	2.3752	21.6292	0.3325	2.1855	0.9548	0.9633	0	13.8382	8.9632	445.478	0.5571	0	1.865	0	2.7438
TCGA-05-5715-01A-01R-1628-07	TCGA-05-5715	LUAD	0.1563	32.0064	1.7411	0.4827	219.3232	0.2037	556.6382	20.9739	0.7849	33.1126	77.0858	125.9256	32.3947	27.4384	1.1761	0.855	0.0341	0.0631	0.0204	0.0742	8.4132	0.1616	5.9893	23.466	41.0148	5.4105	0	1.0598	24.2352	0.214	0	1.5739	65.0492	117.4205	0.8772	0.311	2.6143	13.6613	11.9725	13.7163	3.2394	0.075	2.4936	2.3799	1.541	32.0865	0.1902	1021.6367	0.232	28.7723	0.0204	50.4755	2.9627	2.6653	10.3133	69.1756	0.2821	16.2946	1.3954	1.0666	0.0403	1.3111	39.0183	928.1063	0.3407	0	0.1366	0	12.2863
TCGA-35-3615-01A-01R-0946-07	TCGA-35-3615	LUAD	0.2692	16.6894	1.0349	0.9723	152.3155	0.3089	471.3405	14.0275	3.3566	35.7643	24.1141	146.9306	24.627	8.7806	1.0723	0.0605	0.0145	0.6161	0.026	0.0157	18.3393	0.1304	3.6431	24.9967	47.2683	4.9635	0.0439	1.1568	7.3857	0.4543	0	0.8032	31.735	174.9123	1.8995	0.3679	9.4462	7.8038	34.5446	7.4089	6.4444	0.0713	1.7325	3.2077	0.8181	2.1241	0.0353	612.3803	0.9474	16.8646	0.0087	39.5344	4.3593	18.1935	1.8364	44.1806	0.5192	11.5169	1.9711	1.2369	0.1027	0.7308	48.8789	1529.6452	0.4341	0.0213	1.1599	0.0097	10.4139
TCGA-35-4122-01A-01R-1107-07	TCGA-35-4122	LUAD	0.2861	46.5423	0.8225	1.256	229.081	1.1026	743.6368	47.3672	30.4124	75.6759	15.2561	541.3286	77.7954	35.871	3.3108	11.4102	0.2024	1.9952	0.0269	0	17.0236	0.1384	22.5541	59.5125	16.9146	70.9118	1.4291	8.5344	96.4953	3.4936	0.1339	6.4238	52.2674	383.0514	4.6563	1.3246	44.302	15.0842	6.0439	108.9778	98.5945	0.0593	9.7084	16.6083	13.4263	12.7202	0.1488	817.1565	2.8461	76.7762	0.1211	18.6225	8.3825	305.7464	10.6726	220.6806	2.4935	26.6658	10.805	6.4205	0.2391	4.752	181.1839	5412.3334	2.0616	0.0165	4.8297	0	29.549
