patient_barcode	submitter_id	Project	NOS2	CD4	IKZF2	FOXP3	PKM	TBX21	ENO1	PGM1	GZMB	HIF1A	MMP9	PGK1	GPI	TGFB1	CD33	CA9	IL2	IFNG	IL17A	IL17F	VEGFA	IL12B	CD86	STAT1	EPAS1	SLC2A1	ARG1	CD274	TGFBI	CD80	KIR2DL1	IL1B	CHI3L1	LDHA	IL2RA	IL10	CXCL9	SLC16A3	RORC	S100A8	GZMA	NCAM1	ALDOA	CD8A	SLC16A1	HK2	IL23R	S100A9	CTLA4	CYBB	KIR3DL1	STAT3	IL7R	CXCL10	ITGAM	CD14	CD8B	CD163	PRF1	CXCR3	NCR1	FUT4	FCGR3A	HLA-DRA	NCR3	KLRK1	TNF	PKMP2	MRC1
TCGA-50-5933-11A-01R-1755-07	TCGA-50-5933	LUAD	0.7474	49.6325	1.0767	0.2955	80.271	0.9999	205.251	32.9155	6.5402	70.7608	7.345	75.8046	15.931	33.5296	1.8358	0.1375	0.0247	0.0228	0	0	15.7686	0.0468	11.2865	18.973	484.5722	3.9811	0.4981	12.1333	23.7091	1.2985	0.1143	7.1346	14.3858	108.1249	1.862	0.4258	8.0657	6.7067	4.1463	147.0784	5.5197	0.5922	1.7751	7.0048	4.9042	14.6551	0.0086	584.4634	1.0458	53.2508	0.192	82.4917	36.538	15.2844	9.3653	85.9231	0.3925	41.6415	10.7204	0.9793	0.2187	0.9759	92.1965	2698.0326	0.5154	0.0363	0.5598	0	148.9747
TCGA-50-5935-01A-11R-1755-07	TCGA-50-5935	LUAD	0.3769	26.3109	1.5058	3.1206	127.1203	1.0569	255.0609	14.4775	1.7628	25.1773	36.0651	125.5519	24.0235	31.9173	1.0674	1.289	0.057	0.2897	0	0	26.4853	0.1079	4.3606	45.8181	74.2945	16.6816	0.1581	1.863	28.5079	0.3374	0.0565	0.9644	49.771	164.3989	2.165	0.0649	62.0666	10.1254	8.7634	9.2693	9.787	0.5433	2.2319	4.6854	1.5526	25.1526	0.0496	220.0437	1.7434	21.0716	0.1193	42.2271	9.2486	14.8449	5.5221	43.13	0.4349	4.9792	3.6726	6.268	0.0673	1.4947	17.5764	2265.6862	1.0345	0.0105	1.2542	0	14.8192
TCGA-50-5935-11A-01R-1858-07	TCGA-50-5935	LUAD	1.8862	47.9878	1.2863	0.5286	78.9498	1.9722	138.4399	22.6396	8.4691	28.0319	4.9486	60.3409	13.3007	34.7971	2.1721	0.0441	0.0317	0.205	0	0	17.5001	0.09	6.5617	37.4777	368.4926	2.8201	0.0799	4.8425	17.7873	0.7063	0.3144	2.1566	36.8094	54.881	0.4922	0.165	27.5741	5.2805	6.6654	14.1282	11.8331	0.426	1.241	4.0007	3.0885	19.1559	0	109.226	0.4308	45.9396	0.3411	44.9227	25.9469	15.2703	7.0009	43.7222	0.4836	29.063	22.3771	2.7995	0.4491	1.2583	64.7775	1944.9851	0.9778	0.0233	1.0777	0	80.9259
TCGA-50-5936-01A-11R-1628-07	TCGA-50-5936	LUAD	0.2707	21.8553	1.3257	3.2562	284.8709	0.241	331.1275	18.2848	3.0597	43.9011	87.2767	160.5967	38.9636	22.976	1.0838	6.7121	0	0.2459	0	0	8.9801	0.063	5.999	23.8658	66.3599	75.24	0.0503	1.2503	68.2284	0.417	0	3.5004	103.0541	254.6866	2.9214	0.2706	7.4408	19.8039	3.5921	15.8311	3.1153	0.0614	3.5769	1.8676	8.6998	17.6278	0.0348	464.4741	0.8	17.6518	0.0199	39.0839	12.2967	5.8281	7.191	105.0812	0.1551	30.7278	2.8822	1.599	0.0393	2.1008	37.5318	561.4665	0.4528	0	0.1331	0	14.4983
TCGA-50-5936-11A-01R-1628-07	TCGA-50-5936	LUAD	0.5008	37.699	1.4499	0.2513	70.886	2.3285	142.6476	32.9825	10.8406	25.4791	1.7665	58.9888	12.5327	31.3118	2.6846	0.0193	0.0555	0.4099	0	0	18.6276	0.0656	6.4003	24.0306	497.0603	1.4448	0.1119	7.311	19.954	0.8208	0.5134	16.9517	14.9921	45.7281	0.2819	0.0992	9.3159	5.2419	7.7983	48.5074	12.3622	0.57	1.3046	6.6551	1.5709	31.4146	0.0869	303.3355	0.6524	84.3995	0.7296	39.8989	55.3686	6.5222	11.2695	114.5613	0.3703	29.3299	31.5072	1.8163	0.8186	1.526	60.7325	2348.946	2.0131	0.0713	2.1264	0	104.365
TCGA-50-5939-01A-11R-1628-07	TCGA-50-5939	LUAD	0.5898	32.5766	1.108	1.8273	336.838	0.3822	761.8555	49.0301	6.1542	198.5628	45.4665	264.5893	31.632	37.2776	1.1928	53.0128	0.0309	0.0857	0.0185	0	10.7209	0.0439	6.5427	49.6136	69.4768	127.3421	0.0312	4.2698	36.5103	0.4738	0.0409	6.1857	29.1746	171.4389	4.1389	0.3622	11.2146	100.9003	9.5236	56.4952	5.9462	0.1277	5.2766	1.407	36.7168	39.1149	0.0323	743.6033	1.067	35.7664	0.037	37.3864	12.2063	14.2212	8.4483	128.7275	0.1769	34.8459	3.4898	1.858	0.1095	1.5302	57.7532	1077.2047	0.8979	0.0227	0.7422	0	26.5405
TCGA-50-5939-11A-01R-1628-07	TCGA-50-5939	LUAD	1.754	55.3936	0.8636	0.3248	69.5849	0.2314	118.8039	47.5951	0.7104	33.7733	1.6775	64.9712	14.4203	40.4648	2.9995	0.1322	0.0271	0.1254	0	0.059	17.2943	0.1285	8.2371	22.7964	478.4332	1.162	0.0958	8.7255	24.2713	1.0116	0.0359	8.8434	21.1181	50.5001	0.6057	0.2473	2.4314	6.0009	6.0128	50.798	3.9327	0.1407	1.8247	2.2516	3.5768	21.743	0.0378	248.3134	0.8659	58.5451	0.0162	39.4044	29.4481	3.1023	6.6809	82.1899	0.2072	38.3167	2.4369	0.9625	0.1603	1.4188	97.2271	2407.5585	0.0493	0.0299	1.8465	0	136.4894
TCGA-50-6595-01A-12R-1858-07	TCGA-50-6595	LUAD	0.8265	26.7436	1.0609	1.9567	299.5938	1.0141	545.6918	25.3295	20.5691	91.6887	122.5467	187.5721	46.994	58.5628	0.7444	39.9342	0	1.0723	0	0	27.0808	0.1373	10.0406	93.734	47.189	88.2629	0.0146	18.4685	161.4374	0.8588	0.0767	3.8948	9.7016	214.0925	3.3267	0.2926	55.9569	28.197	0.8867	18.2907	16.7393	0.2014	3.6288	5.164	23.2634	29.5677	0.0303	148.1567	1.1529	20.881	0.1215	25.5328	11.8532	247.8328	4.0694	83.6031	0.4428	27.0432	11.2168	2.8245	0.1542	1.9771	80.4873	531.1701	0.079	0.032	0.4643	0.0581	12.7028
TCGA-50-6595-11A-01R-1858-07	TCGA-50-6595	LUAD	1.4544	48.5148	1.2705	0.2707	63.7265	4.2517	115.2956	33.0155	17.0539	23.6958	6.4666	56.6856	12.1341	41.1519	2.4122	0.221	0.1112	0.7044	0	0.0173	19.9061	0.1504	6.9185	32.8479	713.5554	2.12	0.1201	6.9478	17.8225	1.0399	0.3361	3.9336	10.4528	45.9131	0.4844	0.0723	30.9865	4.6244	7.5292	26.209	22.79	0.5484	1.2068	8.1078	2.0271	15.8229	0.0166	122.1388	0.8471	44.3504	0.8644	37.5273	84.0178	22.7782	8.8047	96.8286	0.9359	23.7498	41.6629	4.8009	1.0129	1.2378	90.4506	1990.1475	1.8738	0.2744	1.1121	0	81.162
TCGA-51-4081-01A-01R-1100-07	TCGA-51-4081	LUSC	3.6381	4.0291	1.0648	0.664	278.0399	0.0546	240.579	9.4342	1.1473	88.9174	69.853	168.2202	69.1677	37.4177	0.1818	0.5607	0	0.0338	0	0	10.4099	0.0087	1.3951	8.3771	19.3367	153.5836	0.3047	2.7884	31.6898	0.15310000000000001	0	1.7843	8.2382	144.339	0.8482	0.0834	3.0578	17.3833	0.0314	338.6791	0.8005	5.4604	3.0023	0.5444	10.1287	46.3023	0.0064	1503.9521	0.2968	3.7143	0	20.3803	13.1427	1.9009	0.9979	19.8204	0.0582	2.3117	0.8708	0.088	0.0108	0.788	7.6027	71.4085	0	0.053900000000000003	0.403	0.0122	1.7419
TCGA-51-4081-11A-01R-1758-07	TCGA-51-4081	LUSC	0.9254	69.0164	0.7601	0.8225	103.2468	1.9004	185.0134	28.5499	15.5397	48.7119	21.2676	78.3332	23.1392	57.5758	4.8543	0.4857	0.2181	1.0077	0.3861	0.0474	14.0406	0.2436	12.529	28.0683	193.1244	4.8857	0.2024	10.1783	34.8233	2.3457	0.075	10.5574	31.8013	67.3769	2.0008	0.6302	8.7123	13.5512	4.1809	98.4464	21.0721	0.5764	1.4099	24.1676	2.96	14.9505	0.1853	570.9255	2.9379	96.2658	0.2818	45.4859	29.0669	9.6711	12.8192	156.3772	2.8553	53.8136	21.5643	5.6782	0.2885	1.4694	143.0085	2678.7461	1.8211	0.4811	2.0014	0.0116	116.1956
TCGA-55-6968-01A-11R-1949-07	TCGA-55-6968	LUAD	6.4458	30.2854	0.7875	1.6392	165.8599	1.4881	286.4488	13.2757	12.0495	42.1617	69.4619	107.711	65.1643	14.6969	0.8043	10.6258	0	1.694	0	0.0273	7.8518	0.0357	7.416	79.0835	13.5713	19.4685	0.0633	4.9802	16.1178	0.8484	0.1163	3.9786	82.9867	94.5789	4.5182	0.4985	169.2247	8.9921	2.8805	10.976	28.7923	15.0738	3.0972	7.6777	20.1595	12.1945	0.0175	74.7924	2.4688	47.8029	0.6459	17.3809	5.5878	57.2331	5.7855	87.4788	0.7879	14.561	10.7365	5.2673	0.1335	1.9155	57.3391	881.5414	0.6838	0.1108	2.0934	0	9.7502
TCGA-55-6968-11A-01R-1949-07	TCGA-55-6968	LUAD	0.2806	50.6098	1.0734	0.7869	111.2273	1.729	240.4116	39.1867	4.2605	28.4965	15.202	96.7576	20.2264	43.2025	4.6308	0.1238	0	0.2301	0	0	11.9013	0.2189	12.7068	21.2872	133.1186	2.1489	0.1256	5.5628	30.0973	0.8797	0.1882	6.4831	131.2967	79.5903	1.0149	0.2084	7.1375	10.9842	9.5971	58.8015	14.2629	0.1125	1.6636	7.0248	2.8806	25.8392	0.062	511.0898	0.6697	136.3333	0.2341	41.6516	20.6267	10.368	17.932	105.5202	1.1388	38.1891	11.1941	4.768	0.105	1.301	163.6003	3470.5256	2.6799	0.17	7.1177	0	150.1301
TCGA-55-6969-01A-11R-1949-07	TCGA-55-6969	LUAD	6.4807	37.6849	0.9072	3.978	176.0822	1.2419	479.3632	19.7198	19.6028	37.0014	109.2833	154.0641	47.3055	43.9156	0.8468	99.8915	0.0759	0.7291	0.0182	0.1978	23.5684	0.0287	9.4753	65.3317	28.6305	15.2774	0.0536	3.4595	38.8391	0.8561	0.01	4.7062	68.9578	232.2511	4.3113	0.1926	46.8303	16.0875	2.5663	17.837	34.5653	0.3133	2.9445	9.8457	14.486	13.6742	0.0793	100.8099	2.6263	43.448	0.0363	38.7567	13.4989	58.8717	7.8539	120.5973	0.9328	17.7153	11.4163	7.5414	0.1254	0.7482	34.9247	968.8927	1.1843	0.1227	0.2732	0	10.4698
TCGA-55-6969-11A-01R-1949-07	TCGA-55-6969	LUAD	0.562	38.5078	1.1834	0.8511	79.1864	1.2508	191.5404	21.3739	4.1063	31.0602	6.4157	58.6467	13.4108	35.9638	2.3855	0.048	0.2071	0.0638	0	0.0375	19.8553	0.4575	10.9687	16.3204	212.4538	1.6352	0.1915	3.9209	22.0887	0.7093	0.0457	4.6727	10.5209	50.6725	0.7312	0.146	4.4069	8.9677	4.1193	62.8602	8.7513	0.3063	1.382	5.3841	1.9931	28.5424	0.0842	209.0416	0.6317	75.3107	0.0619	36.4588	23.9202	4.9968	10.458	85.808	0.7024	40.3403	10.4313	2.6138	0.5096	1.2878	40.8661	1899.1265	0.9711	0.1015	1.5883	0	64.0152
TCGA-55-6970-01A-11R-1949-07	TCGA-55-6970	LUAD	0.5036	29.0276	2.1604	1.6218	93.1727	0.6558	336.5342	16.42	7.0263	54.2197	23.2673	89.4932	53.6991	13.4242	0.779	0.4163	0.057	0.7897	0.0341	0	12.4975	0.2899	8.0786	115.31	101.8916	28.6779	0.0359	3.6821	17.9344	0.9525	0.0094	1.6739	39.6512	194.6144	3.2305	0.3291	65.1883	10.5392	23.6825	17.1556	10.211	0.0863	3.1928	6.5607	2.2695	16.8764	0.0347	1632.3857	2.376	34.3593	0.0937	36.8145	14.6947	29.9656	3.6121	63.2827	0.5254	29.9075	4.621	3.2529	0.1766	1.2206	61.2239	1021.848	0.8403	0.1414	0.304	0.0095	17.3586
TCGA-55-6970-11A-01R-1949-07	TCGA-55-6970	LUAD	0.9373	54.982	0.9414	1.0736	62.1248	3.3378	120.3146	25.6711	15.7064	30.3742	17.083	63.0171	10.5132	31.0163	2.4583	0	0.3948	1.0032	0	0	20.6555	0.3426	14.4705	53.8714	388.8929	2.0205	0.4148	10.3056	22.5356	1.6614	0.3699	7.1939	41.8162	45.5444	1.496	0.2783	72.0805	4.7692	3.378	79.3289	29.418	0.4798	0.9134	8.8985	2.5994	16.043	0.1604	265.9186	3.5437	87.6037	0.787	37.9796	97.4765	59.3403	10.8279	70.6785	1.067	45.8603	24.6204	5.9115	0.6217	1.7741	143.4176	3328.0768	3.4335	0.1935	2.9837	0	99.4633
TCGA-55-6971-01A-11R-1949-07	TCGA-55-6971	LUAD	0.1841	47.8072	2.0673	3.2405	143.4526	1.9125	275.7283	22.4527	27.9761	87.3236	65.0625	189.438	29.9933	28.4918	1.8227	24.4228	0.0724	2.0394	0	0.1179	11.7327	0.4795	12.4392	82.0793	60.4103	17.911	0.0365	4.297	35.9588	1.0585	0.1675	8.0462	93.6015	164.6144	5.7531	0.5651	72.072	15.8431	9.8716	30.3535	42.7457	0.1017	1.5543	22.4275	3.3143	36.2791	0.1134	329.5439	4.9378	72.3481	0.2164	37.4232	32.1605	42.2782	9.4952	124.4073	1.6719	55.6018	19.0051	8.2625	1.0896	1.3765	77.9419	1650.3748	2.2657	0.3192	1.3753	0	25.464
TCGA-55-6971-11A-01R-1949-07	TCGA-55-6971	LUAD	0.586	33.4718	1.4557	0.2923	79.2032	1.2029	144.102	22.3416	6.8505	25.9214	1.7931	65.1281	12.1218	29.1997	3.1654	0.0601	0.0288	0.0798	0	0	21.1282	0.2453	11.0713	21.3505	227.1907	1.4663	0.3049	4.3452	23.0056	0.5917	0.0762	9.3802	16.2395	54.9475	0.6018	0.2436	10.8763	6.5481	12.286	43.756	8.5226	0.4806	1.0182	8.7605	2.0439	29.9282	0.0501	173.0226	0.798	78.949	0.0861	37.8635	34.4308	10.1186	10.8534	68.5855	0.824	36.919	11.3756	2.1111	0.3571	1.1008	106.2857	2451.3356	0.8362	0.3705	0.6913	0	96.9343
TCGA-55-6972-01A-11R-1949-07	TCGA-55-6972	LUAD	0.1993	2.1163	1.4452	0.1838	96.8793	0.2947	328.0664	10.5749	2.7412	24.2089	0.2649	99.9275	23.8591	2.6228	0.069	0.3528	0	0	0	0	13.0331	0.6108	0.3601	11.048	46.2312	1.4503	0.093	0.3013	1.4234	0.1124	0	0.2399	0.9354	54.672	0.1041	0.045	1.9052	1.8539	24.4998	1.1576	3.511	0.0202	3.3402	1.0487	0.09	0.4183	0	81.6324	0.241	1.0255	0	33.5206	1.2165	2.019	0.1813	5.0382	0.1661	0.6208	4.5263	0.6093	0.0272	0.5703	2.8577	215.1991	0.1673	0.0169	0.0922	0	0.9344
TCGA-55-6972-11A-01R-1949-07	TCGA-55-6972	LUAD	1.2846	36.3423	0.8103	0.4235	67.2918	4.291	128.3885	30.3149	15.557	18.9416	0.7899	57.8092	10.9893	31.4939	2.2197	0	0.0344	0.8889	0	0	25.4137	0.1951	7.4492	26.8824	606.064	1.3368	0.1039	7.4958	18.2425	0.8854	0.2272	6.8479	8.4019	42.4858	0.5143	0.2459	16.9449	4.839	7.8868	33.6968	23.4261	0.5131	0.6928	8.7754	1.6555	14.1611	0.0239	159.2057	1.509	32.8544	0.5753	34.5842	90.9473	18.4198	6.7789	80.9679	0.8447	25.0424	35.6642	4.5421	0.852	1.2943	104.7197	2001.871	1.7772	0.2021	1.2371	0	46.9791
TCGA-55-6975-01A-11R-1949-07	TCGA-55-6975	LUAD	1.4313	24.3644	1.2272	1.3869	258.3788	0.1724	350.8273	26.375	4.229	51.5621	11.1513	108.1447	20.422	30.2338	0.2342	0.6654	0.1103	0.034	0	0	4.6653	0.0174	2.8377	41.1733	90.7031	46.304	0.0742	0.6511	45.7756	0.2177	0.0243	0.5334	5.5433	266.5147	1.1841	0.2154	3.1151	21.1234	8.2721	351.6181	6.1085	0.0969	2.3752	3.8196	11.4955	7.8299	0	1614.1289	0.4808	9.6602	0.022	20.8882	4.3271	12.9235	1.8666	35.9333	0.3118	7.3034	2.4515	1.5471	0.0869	2.6149	19.1037	322.9985	0.4673	0.0541	1.0055	0	3.9582
TCGA-55-6975-11A-01R-1949-07	TCGA-55-6975	LUAD	0.5727	36.7201	1.1447	0.3437	73.5189	1.4817	170.1655	31.3841	5.0745	32.4599	1.8542	68.1951	11.5378	26.8519	2.3597	0.0825	0.0395	0.146	0.0236	0	17.8525	0.1683	8.7059	18.7423	250.8208	1.1561	0.2191	6.2617	17.2107	0.6053	0.0784	5.5964	16.4149	57.1177	0.7028	0.3342	3.2656	6.5522	7.9349	57.8889	10.3096	0.5032	0.9119	8.6685	2.3406	18.7755	0	286.6311	0.537	49.6431	0.3307	43.8628	25.2853	3.6863	8.5863	60.3699	1.0298	26.3972	13.5859	1.4242	0.2332	1.0723	85.2818	2029.4109	1.4338	0.1742	2.1862	0	86.9988
TCGA-55-6978-01A-11R-1949-07	TCGA-55-6978	LUAD	0.8687	53.4747	1.9575	4.0929	212.1532	11.1177	420.302	17.7462	26.6748	159.4204	40.295	205.56	61.5447	34.2727	1.4404	5.878	0.0604	4.1747	0.0271	0.0164	33.6188	0.7009	13.696	141.8161	45.8598	31.2502	4.008	22.9754	116.536	2.105	0.2698	4.2145	9.0249	207.1687	9.4358	0.3491	320.9783	16.7485	1.7435	11.4431	66.4825	0.1832	1.9209	28.2824	9.1939	14.4599	0.0474	86.1061	6.3209	86.0996	0.2711	24.4922	16.841	293.1848	7.9489	84.5934	2.8378	43.8659	22.1663	8.3543	1.3652	2.506	127.052	1394.5369	0.8776	0.5221	0.7457	0.0101	35.9418
TCGA-55-6978-11A-01R-1949-07	TCGA-55-6978	LUAD	1.5228	44.6419	1.4254	0.5009	75.8173	3.5896	140.4189	56.8132	11.1647	20.0363	5.7038	64.2855	11.8038	34.112	2.6242	0.0687	0.0987	0.4255	0	0	18.2008	0.218	9.5739	32.4634	379.5965	4.3686	0.2488	4.6502	20.3806	0.9165	0.087	2.6055	7.7926	52.3151	0.6875	0.0214	15.3707	6.9682	6.4725	74.7296	21.8953	0.2312	1.067	2.4989	1.7422	13.2849	0.1146	290.0247	0.946	71.8896	0.1574	38.8136	30.6502	21.9903	9.0982	59.9902	0.244	21.0525	31.194	2.5105	1.146	1.2757	97.522	2048.6537	1.4627	0.2177	0.2413	0.0219	93.8057
TCGA-55-6979-01A-11R-1949-07	TCGA-55-6979	LUAD	0.7579	73.3491	2.4315	4.5351	183.8883	3.6646	447.143	20.5878	16.0716	50.1125	80.2924	99.1493	49.7501	32.3655	2.2842	3.6498	0.2483	4.2442	0.0742	0.0337	30.6774	0.4407	16.5403	102.2524	32.9699	10.5905	0.0157	14.7262	55.6081	1.4375	0.2052	5.2166	13.9819	129.6673	4.6631	0.4241	223.0056	18.4402	4.4975	44.9392	20.852	0.1091	1.6144	16.4127	4.2778	13.9896	0.0432	857.581	5.2903	77.9721	0.1114	36.568	15.2351	254.7372	11.2828	153.2814	1.7235	44.2708	10.7989	9.1015	0.4398	3.0033	116.3658	2311.8903	1.3801	0.1939	1.221	0	16.1656
TCGA-55-6979-11A-01R-1949-07	TCGA-55-6979	LUAD	0.6219	64.5371	1.3488	1.3374	100.6989	1.6089	172.8581	20.7413	6.1563	25.7337	40.103	68.912	14.2179	34.3767	3.3012	0.1492	0.3002	0.9115	0.0513	0.0466	15.0884	0.4466	15.1642	63.8831	146.9713	1.6254	0.2812	9.2409	35.4608	1.5385	0.7942	6.1087	99.6518	56.3776	1.4415	0.4466	44.7243	8.8613	6.532	79.556	13.4442	0.3542	0.9902	6.1544	2.0854	27.1507	0.0597	248.4199	4.0143	160.4089	0.2822	36.8847	24.4824	48.6865	24.612	84.423	0.7182	34.1681	7.2808	5.3095	0.2279	1.6951	144.2053	4634.75	0.7006	0.1734	2.6027	0	128.9164
TCGA-55-6980-01A-11R-1949-07	TCGA-55-6980	LUAD	0.2933	43.7357	2.912	4.0662	261.2941	0.7798	859.6195	46.9749	1.7976	31.3408	11.5625	204.7435	43.3266	49.4733	1.6607	1.8541	0.1591	0.4777	0	0	8.6738	0.2071	7.1595	28.3699	30.9852	40.4001	0.0602	3.6395	143.6174	0.8586	0	11.6826	70.0473	289.2475	1.9991	0.5305	19.8876	25.2028	5.3735	25.5198	8.2936	0.4262	3.2191	3.7945	4.5749	15.2335	0.0554	509.5063	6.1548	25.9661	0	27.7116	11.9818	24.3505	11.8049	100.335	0.4467	8.6852	4.4003	7.5038	0.0704	1.5936	34.9284	2723.0303	0.7579	0.1316	8.4593	0	22.5832
TCGA-55-6980-11A-01R-1949-07	TCGA-55-6980	LUAD	1.5555	45.1871	1.1367	1.3008	78.866	1.9463	131.8238	33.3768	11.0245	16.1092	1.5818	59.5536	12.0664	26.9177	2.069	0.0851	0.2038	0.9417	0	0	27.631	0.0965	7.6449	27.5199	352.9648	1.4967	0.185	7.8176	17.3733	0.5537	0	3.1382	16.8471	41.6284	0.9672	0.1326	54.9855	5.8793	12.6976	24.6263	11.4044	0.6805	0.8578	5.6255	1.6725	14.1292	0.0284	98.4001	2.2596	48.1304	0.0244	34.7138	32.5612	61.768	7.8435	49.299	0.5876	22.4283	16.7759	5.7328	0.6018	1.31	90.0967	2323.706	1.0729	0.1349	2.4195	0	54.0235
TCGA-55-6981-01A-11R-1949-07	TCGA-55-6981	LUAD	0.1187	19.4786	2.5311	1.1844	177.6465	0.116	644.9439	23.3194	1.3877	60.4147	19.3344	129.0949	24.6974	33.1404	0.8812	5.1143	0	0.10780000000000001	0	0	27.0611	0.2945	2.9877	21.9652	57.3573	20.7296	0	2.8386	39.2604	0.3521	0.0257	1.851	11.4117	301.3829	1.1861	0.2404	1.4971	39.4052	4.006	14.8946	1.1655	0.0444	2.8068	0.7135	1.1226	17.0871	0	1158.7198	0.976	13.2475	0	36.1356	7.5676	2.6292	4.804	25.4259	0.0742	6.9065	1.6243	0.7244	0.0689	2.018	14.9457	686.9197	0.3882	0.0286	1.141	0	11.8676
TCGA-55-6981-11A-01R-1949-07	TCGA-55-6981	LUAD	1.2831	50.8572	0.8838	0.6235	57.4865	1.1077	97.5368	18.0393	4.6366	31.0797	10.159	51.9924	12.0431	37.218	2.4761	0.1596	0.0382	0.1765	0	0.083	18.7974	0.1628	10.0025	19.3402	357.7871	1.4158	0.2698	5.0066	16.246	1.4373	0.1516	3.7089	24.3105	44.4661	0.7771	0.0622	9.9581	6.3532	7.2764	23.5633	8.6855	0.4566	1.0497	2.0615	3.0939	14.7324	0.0399	153.1281	0.7992	35.1067	0.2971	35.2704	12.9841	9.2797	3.5031	49.3498	0.2187	18.9568	9.8663	1.906	0.6092	1.3338	124.1201	1854.9147	1.0057	0.295	1.7838	0.0255	110.2531
TCGA-55-6982-01A-11R-1949-07	TCGA-55-6982	LUAD	0.1554	36.9024	1.8884	2.4367	245.0376	1.1556	702.2461	22.4889	2.9977	84.454	37.2744	211.3996	30.1513	26.4804	0.8509	12.5942	0.0382	0.5998	0.0685	0	14.4449	0.1807	10.7899	63.055	42.4024	59.0355	0.0385	3.0161	61.305	1.0106	0	2.8824	39.6629	232.8135	2.34	0.2733	44.0555	41.5692	5.4479	10.6932	5.8174	0.0906	3.4144	3.1949	4.4424	30.6032	0.0399	220.4087	1.5173	34.0137	0	43.7959	7.1823	54.724	12.6416	87.4456	0.4694	20.3815	6.0744	8.2145	0.2029	1.9462	84.7282	1782.1073	0.5198	0.014	0.9675	0	31.327
TCGA-55-6982-11A-01R-1949-07	TCGA-55-6982	LUAD	0.788	50.2662	1.6766	0.8425	73.5796	2.5619	124.1037	17.8892	9.1882	18.6142	6.0841	56.6032	11.2303	37.5638	2.0364	0.2802	0.0929	1.7461	0	0	20.3625	0.132	10.0453	41.7606	398.0069	1.8711	0.125	6.1178	26.0354	0.7121	0.2458	3.5598	14.2039	38.9531	0.7524	0.1411	59.3226	6.061	6.4627	61.7425	26.0757	0.4191	0.9777	10.8575	2.246	13.3902	0.0863	198.3075	1.4902	90.5397	0.5558	34.8903	48.3057	64.1957	19.2215	76.3544	1.7467	26.0744	21.6825	7.8563	0.4573	1.2701	116.8289	2345.1476	1.7712	0.3416	2.7889	0	74.7679
TCGA-55-6983-01A-11R-1949-07	TCGA-55-6983	LUAD	0.2824	30.2786	1.7039	1.626	132.5707	0.9776	265.9288	17.3707	6.8459	52.3967	40.5322	103.1619	31.235	28.0068	0.796	62.5621	0.1022	0.2429	0.0175	0.0159	9.4209	0.2627	5.2643	22.4188	86.2638	8.0091	0.081	1.4522	12.3732	0.4273	0.0097	1.7056	30.4775	147.0131	2.0049	0.2139	15.2789	12.7408	6.7489	11.52	18.8253	0.6121	1.2165	8.7967	2.7679	4.7117000000000004	0.0407	97.2393	1.3137	26.4761	0.0175	40.8785	11.6148	6.496	4.2212	76.3169	0.9288	10.0793	6.9	4.5382	0.0431	1.9989	17.478	1012.5652	4.0298	0.0752	0.5844	0	6.2693
TCGA-55-6983-11A-01R-1949-07	TCGA-55-6983	LUAD	0.1266	56.7672	1.4101	1.2352	106.9554	0.9463	209.605	39.9823	8.2866	32.3277	10.2306	77.4737	17.7733	28.4084	2.7525	0.1332	0.0765	0.4951	0.0916	0.0416	14.8838	0.3261	13.5453	32.2161	154.6807	2.3895	0.2316	6.808	27.0672	1.5729	0.0759	4.4124	34.3601	81.7712	1.4485	0.2615	24.6023	8.5801	10.2982	53.1639	19.407	0.1345	1.0514	9.58	2.8414	19.6777	0.0666	287.4711	1.8813	103.7395	0.0458	49.3598	26.0532	16.512	3.426	51.1455	0.8519	46.6002	9.9164	3.8183	0.1356	1.343	191.6231	3672.3932	0.4516	0.1266	1.6591	0	120.4219
TCGA-55-6984-01A-11R-1949-07	TCGA-55-6984	LUAD	0.1444	9.9729	1.8938	0.9518	288.7175	0.499	422.4208	14.6129	2.1097	68.9802	8.6995	173.8258	35.4175	12.6832	0.2724	201.8385	0.0709	0.0328	0.0212	0	13.4908	0.0504	1.4089	14.8	31.8739	73.1296	0.0715	1.3044	21.1701	0.1359	0	4.9862	44.4713	205.8193	0.9317	0.127	1.0207	38.7858	7.6374	12.0277	3.2338	0.0717	4.1464	1.7574	13.8131	46.6397	0.0371	144.496	0.7233	6.7044	0.0212	29.4746	4.6285	1.8579	2.2888	19.8457	0.1654	2.2661	2.4433	1.4495	0.1466	6.6294	4.8941	301.2907	0.9335	0.0913	1.845	0	2.211
TCGA-55-6984-11A-01R-1949-07	TCGA-55-6984	LUAD	0.8268	41.1235	1.3993	0.3969	107.9278	0.8554	157.7426	34.4181	4.2215	16.2363	0.7626	73.3616	15.1526	29.8469	2.674	0.0923	0.0497	0.5057	0.0198	0.036	35.3445	0.2119	13.465	27.1431	175.7845	1.6104	0.2007	3.8712	28.1097	0.9414	0.0877	4.1627	9.5789	63.8744	0.3372	0.1996	6.4789	6.9041	11.4322	52.7115	11.7426	0.3686	1.0177	4.7654	1.1951	16.5746	0.0231	168.0752	0.5723	49.9599	0.119	31.9073	23.0166	14.924	9.4315	37.1914	0.4886	43.4246	6.5293	2.9798	0.1665	1.5282	191.2965	2729.801	0.6923	0.0914	4.8326	0	88.2997
